ObservationDate,Country/Region,Deaths
01/25/2021,Morocco,4738.0
01/25/2021,Moldova,4739.0
01/25/2021,Mongolia,4740.0
01/25/2021,Russia,4741.0
01/25/2021,Liberia,4742.0
01/25/2021,Libya,4743.0
01/25/2021,Liechtenstein,4744.0
01/25/2021,Zimbabwe,4745.0
01/25/2021,Luxembourg,4746.0
01/25/2021,MS Zaandam,4747.0
01/25/2021,Macau,4748.0
01/25/2021,Madagascar,4749.0
01/25/2021,Mainland China,4750.0
01/25/2021,Malawi,4751.0
01/25/2021,Malaysia,4752.0
01/25/2021,Maldives,4753.0
01/25/2021,Mali,4754.0
01/25/2021,Malta,4755.0
01/25/2021,Marshall Islands,4756.0
01/25/2021,Mauritania,4757.0
01/25/2021,Mauritius,4758.0
01/25/2021,Mexico,4759.0
01/25/2021,Micronesia,4760.0
01/25/2021,Monaco,4761.0
01/25/2021,Montenegro,4762.0
01/25/2021,Rwanda,4763.0
01/25/2021,Lesotho,4764.0
01/25/2021,Saint Lucia,4765.0
01/25/2021,Tajikistan,4766.0
01/25/2021,Tanzania,4767.0
01/25/2021,Thailand,4768.0
01/25/2021,Timor-Leste,4769.0
01/25/2021,Togo,4770.0
01/25/2021,Trinidad and Tobago,4771.0
01/25/2021,Tunisia,4772.0
01/25/2021,Turkey,4773.0
01/25/2021,UK,4774.0
01/25/2021,US,4775.0
01/25/2021,Uganda,4776.0
01/25/2021,Ukraine,4777.0
01/25/2021,United Arab Emirates,4778.0
01/25/2021,Uruguay,4779.0
01/25/2021,Uzbekistan,4780.0
01/25/2021,Vanuatu,4781.0
01/25/2021,Venezuela,4782.0
01/25/2021,Vietnam,4783.0
01/25/2021,West Bank and Gaza,4784.0
01/25/2021,Yemen,4785.0
01/25/2021,Zambia,4786.0
01/25/2021,Taiwan,4787.0
01/25/2021,Saint Kitts and Nevis,4788.0
01/25/2021,Syria,4789.0
01/25/2021,Sweden,4790.0
01/25/2021,Saint Vincent and the Grenadines,4791.0
01/25/2021,Samoa,4792.0
01/25/2021,San Marino,4793.0
01/25/2021,Sao Tome and Principe,4794.0
01/25/2021,Saudi Arabia,4795.0
01/25/2021,Senegal,4796.0
01/25/2021,Serbia,4797.0
01/25/2021,Seychelles,4798.0
01/25/2021,Sierra Leone,4799.0
01/25/2021,Singapore,4800.0
01/25/2021,Slovakia,4801.0
01/25/2021,Slovenia,4802.0
01/25/2021,Solomon Islands,4803.0
01/25/2021,Somalia,4804.0
01/25/2021,South Africa,4805.0
01/25/2021,South Korea,4806.0
01/25/2021,South Sudan,4807.0
01/25/2021,Spain,4808.0
01/25/2021,Sri Lanka,4809.0
01/25/2021,Sudan,4810.0
01/25/2021,Suriname,4811.0
01/25/2021,Switzerland,4812.0
01/25/2021,Lebanon,4813.0
01/25/2021,Lithuania,4814.0
01/25/2021,Laos,4815.0
01/25/2021,Brunei,4816.0
01/25/2021,Bulgaria,4817.0
01/25/2021,Burkina Faso,4818.0
01/25/2021,Burma,4819.0
01/25/2021,Burundi,4820.0
01/25/2021,Cabo Verde,4821.0
01/25/2021,Cambodia,4822.0
01/25/2021,Cameroon,4823.0
01/25/2021,Canada,4824.0
01/25/2021,Brazil,4825.0
01/25/2021,Central African Republic,4826.0
01/25/2021,Chile,4827.0
01/25/2021,Colombia,4828.0
01/25/2021,Comoros,4829.0
01/25/2021,Congo (Brazzaville),4830.0
01/25/2021,Congo (Kinshasa),4831.0
01/25/2021,Costa Rica,4832.0
01/25/2021,Croatia,4833.0
01/25/2021,Cuba,4834.0
01/25/2021,Czech Republic,4835.0
01/25/2021,Chad,4836.0
01/25/2021,Botswana,4837.0
01/25/2021,Bosnia and Herzegovina,4838.0
01/25/2021,Bolivia,4839.0
01/25/2021,Latvia,4840.0
01/25/2021,Afghanistan,4841.0
01/25/2021,Albania,4842.0
01/25/2021,Algeria,4843.0
01/25/2021,Andorra,4844.0
01/25/2021,Angola,4845.0
01/25/2021,Antigua and Barbuda,4846.0
01/25/2021,Argentina,4847.0
01/25/2021,Armenia,4848.0
01/25/2021,Australia,4849.0
01/25/2021,Austria,4850.0
01/25/2021,Azerbaijan,4851.0
01/25/2021,Bahamas,4852.0
01/25/2021,Bahrain,4853.0
01/25/2021,Bangladesh,4854.0
01/25/2021,Barbados,4855.0
01/25/2021,Belarus,4856.0
01/25/2021,Belgium,4857.0
01/25/2021,Belize,4858.0
01/25/2021,Benin,4859.0
01/25/2021,Bhutan,4860.0
01/25/2021,Denmark,4861.0
01/25/2021,Diamond Princess,4862.0
01/25/2021,Cyprus,4863.0
01/25/2021,Dominica,4864.0
01/25/2021,Djibouti,4865.0
01/25/2021,Hong Kong,4866.0
01/25/2021,Hungary,4867.0
01/25/2021,Iceland,4868.0
01/25/2021,India,4869.0
01/25/2021,Indonesia,4870.0
01/25/2021,Iran,4871.0
01/25/2021,Iraq,4872.0
01/25/2021,Ireland,4873.0
01/25/2021,Israel,4874.0
01/25/2021,Italy,4875.0
01/25/2021,Ivory Coast,4876.0
01/25/2021,Jamaica,4877.0
01/25/2021,Japan,4878.0
01/25/2021,Jordan,4879.0
01/25/2021,Kazakhstan,4880.0
01/25/2021,Kenya,4881.0
01/25/2021,Kiribati,4882.0
01/25/2021,Kosovo,4883.0
01/25/2021,Kuwait,4884.0
01/25/2021,Kyrgyzstan,4885.0
01/25/2021,Holy See,4886.0
01/25/2021,Haiti,4887.0
01/25/2021,Honduras,4888.0
01/25/2021,Guinea-Bissau,4889.0
01/25/2021,Dominican Republic,4890.0
01/25/2021,Ecuador,4891.0
01/25/2021,Egypt,4892.0
01/25/2021,El Salvador,4893.0
01/25/2021,Equatorial Guinea,4894.0
01/25/2021,Eritrea,4895.0
01/25/2021,Guyana,4896.0
01/25/2021,Eswatini,4897.0
01/25/2021,Ethiopia,4898.0
01/25/2021,Fiji,4899.0
01/25/2021,Estonia,4900.0
01/25/2021,France,4901.0
01/25/2021,Guinea,4902.0
01/25/2021,Finland,4903.0
01/25/2021,Grenada,4904.0
01/25/2021,Greece,4905.0
01/25/2021,Guatemala,4906.0
01/25/2021,Germany,4907.0
01/25/2021,Georgia,4908.0
01/25/2021,Gambia,4909.0
01/25/2021,Gabon,4910.0
01/25/2021,Ghana,4911.0
01/26/2020,Nepal,4912.0
01/26/2020,Vietnam,4913.0
01/26/2020,US,4914.0
01/26/2020,Thailand,4915.0
01/26/2020,Taiwan,4916.0
01/26/2020,South Korea,4917.0
01/26/2020,Singapore,4918.0
01/26/2020,Malaysia,4919.0
01/26/2020,Mainland China,4920.0
01/26/2020,Macau,4921.0
01/26/2020,Kiribati,4922.0
01/26/2020,Japan,4923.0
01/26/2020,Hong Kong,4924.0
01/26/2020,France,4925.0
01/26/2020,China,4926.0
01/26/2020,Canada,4927.0
01/26/2020,Australia,4928.0
01/26/2021,Norway,4929.0
01/26/2021,North Macedonia,4930.0
01/26/2021,Nigeria,4931.0
01/26/2021,Niger,4932.0
01/26/2021,Nepal,4933.0
01/26/2021,New Zealand,4934.0
01/26/2021,Netherlands,4935.0
01/26/2021,Oman,4936.0
01/26/2021,Nicaragua,4937.0
01/26/2021,Pakistan,4938.0
01/26/2021,Peru,4939.0
01/26/2021,Papua New Guinea,4940.0
01/26/2021,Paraguay,4941.0
01/26/2021,Namibia,4942.0
01/26/2021,Philippines,4943.0
01/26/2021,Poland,4944.0
01/26/2021,Portugal,4945.0
01/26/2021,Qatar,4946.0
01/26/2021,Romania,4947.0
01/26/2021,Russia,4948.0
01/26/2021,Panama,4949.0
01/26/2021,Mozambique,4950.0
01/26/2021,Monaco,4951.0
01/26/2021,Montenegro,4952.0
01/26/2021,Libya,4953.0
01/26/2021,Liechtenstein,4954.0
01/26/2021,Lithuania,4955.0
01/26/2021,Luxembourg,4956.0
01/26/2021,MS Zaandam,4957.0
01/26/2021,Macau,4958.0
01/26/2021,Madagascar,4959.0
01/26/2021,Mainland China,4960.0
01/26/2021,Malawi,4961.0
01/26/2021,Malaysia,4962.0
01/26/2021,Maldives,4963.0
01/26/2021,Mali,4964.0
01/26/2021,Malta,4965.0
01/26/2021,Marshall Islands,4966.0
01/26/2021,Mauritania,4967.0
01/26/2021,Mauritius,4968.0
01/26/2021,Mexico,4969.0
01/26/2021,Micronesia,4970.0
01/26/2021,Moldova,4971.0
01/26/2021,Rwanda,4972.0
01/26/2021,Mongolia,4973.0
01/26/2021,Morocco,4974.0
01/26/2021,Saint Kitts and Nevis,4975.0
01/26/2021,Zimbabwe,4976.0
01/26/2021,Saint Vincent and the Grenadines,4977.0
01/26/2021,Tajikistan,4978.0
01/26/2021,Tanzania,4979.0
01/26/2021,Thailand,4980.0
01/26/2021,Timor-Leste,4981.0
01/26/2021,Togo,4982.0
01/26/2021,Trinidad and Tobago,4983.0
01/26/2021,Tunisia,4984.0
01/26/2021,Turkey,4985.0
01/26/2021,UK,4986.0
01/26/2021,US,4987.0
01/26/2021,Uganda,4988.0
01/26/2021,Ukraine,4989.0
01/26/2021,United Arab Emirates,4990.0
01/26/2021,Uruguay,4991.0
01/26/2021,Uzbekistan,4992.0
01/26/2021,Vanuatu,4993.0
01/26/2021,Venezuela,4994.0
01/26/2021,Vietnam,4995.0
01/26/2021,West Bank and Gaza,4996.0
01/26/2021,Yemen,4997.0
01/26/2021,Zambia,4998.0
01/26/2021,Taiwan,4999.0
01/26/2021,Saint Lucia,5000.0
01/26/2021,Syria,5001.0
01/26/2021,Sweden,5002.0
01/26/2021,Samoa,5003.0
01/26/2021,Liberia,5004.0
01/26/2021,San Marino,5005.0
01/26/2021,Sao Tome and Principe,5006.0
01/26/2021,Saudi Arabia,5007.0
01/26/2021,Senegal,5008.0
01/26/2021,Serbia,5009.0
01/26/2021,Seychelles,5010.0
01/26/2021,Sierra Leone,5011.0
01/26/2021,Singapore,5012.0
01/26/2021,Slovakia,5013.0
01/26/2021,Slovenia,5014.0
01/26/2021,Solomon Islands,5015.0
01/26/2021,Somalia,5016.0
01/26/2021,South Africa,5017.0
01/26/2021,South Korea,5018.0
01/26/2021,South Sudan,5019.0
01/26/2021,Spain,5020.0
01/26/2021,Sri Lanka,5021.0
01/26/2021,Sudan,5022.0
01/26/2021,Suriname,5023.0
01/26/2021,Switzerland,5024.0
01/26/2021,Lesotho,5025.0
01/26/2021,Czech Republic,5026.0
01/26/2021,Latvia,5027.0
01/26/2021,Bulgaria,5028.0
01/26/2021,Burkina Faso,5029.0
01/26/2021,Burma,5030.0
01/26/2021,Burundi,5031.0
01/26/2021,Cabo Verde,5032.0
01/26/2021,Cambodia,5033.0
01/26/2021,Cameroon,5034.0
01/26/2021,Canada,5035.0
01/26/2021,Central African Republic,5036.0
01/26/2021,Brunei,5037.0
01/26/2021,Chad,5038.0
01/26/2021,Colombia,5039.0
01/26/2021,Comoros,5040.0
01/26/2021,Congo (Brazzaville),5041.0
01/26/2021,Congo (Kinshasa),5042.0
01/26/2021,Costa Rica,5043.0
01/26/2021,Croatia,5044.0
01/26/2021,Cuba,5045.0
01/26/2021,Lebanon,5046.0
01/26/2021,Denmark,5047.0
01/26/2021,Chile,5048.0
01/26/2021,Brazil,5049.0
01/26/2021,Botswana,5050.0
01/26/2021,Bosnia and Herzegovina,5051.0
01/26/2021,Afghanistan,5052.0
01/26/2021,Albania,5053.0
01/26/2021,Algeria,5054.0
01/26/2021,Andorra,5055.0
01/26/2021,Angola,5056.0
01/26/2021,Antigua and Barbuda,5057.0
01/26/2021,Argentina,5058.0
01/26/2021,Armenia,5059.0
01/26/2021,Australia,5060.0
01/26/2021,Austria,5061.0
01/26/2021,Azerbaijan,5062.0
01/26/2021,Bahamas,5063.0
01/26/2021,Bahrain,5064.0
01/26/2021,Bangladesh,5065.0
01/26/2021,Barbados,5066.0
01/26/2021,Belarus,5067.0
01/26/2021,Belgium,5068.0
01/26/2021,Belize,5069.0
01/26/2021,Benin,5070.0
01/26/2021,Bhutan,5071.0
01/26/2021,Bolivia,5072.0
01/26/2021,Diamond Princess,5073.0
01/26/2021,Djibouti,5074.0
01/26/2021,Cyprus,5075.0
01/26/2021,Dominican Republic,5076.0
01/26/2021,Hong Kong,5077.0
01/26/2021,Hungary,5078.0
01/26/2021,Dominica,5079.0
01/26/2021,India,5080.0
01/26/2021,Indonesia,5081.0
01/26/2021,Iran,5082.0
01/26/2021,Iraq,5083.0
01/26/2021,Ireland,5084.0
01/26/2021,Israel,5085.0
01/26/2021,Italy,5086.0
01/26/2021,Ivory Coast,5087.0
01/26/2021,Jamaica,5088.0
01/26/2021,Japan,5089.0
01/26/2021,Jordan,5090.0
01/26/2021,Kazakhstan,5091.0
01/26/2021,Kenya,5092.0
01/26/2021,Kiribati,5093.0
01/26/2021,Kosovo,5094.0
01/26/2021,Kuwait,5095.0
01/26/2021,Kyrgyzstan,5096.0
01/26/2021,Laos,5097.0
01/26/2021,Honduras,5098.0
01/26/2021,Holy See,5099.0
01/26/2021,Iceland,5100.0
01/26/2021,Guyana,5101.0
01/26/2021,Ecuador,5102.0
01/26/2021,Egypt,5103.0
01/26/2021,El Salvador,5104.0
01/26/2021,Equatorial Guinea,5105.0
01/26/2021,Eritrea,5106.0
01/26/2021,Estonia,5107.0
01/26/2021,Haiti,5108.0
01/26/2021,Ethiopia,5109.0
01/26/2021,Fiji,5110.0
01/26/2021,Finland,5111.0
01/26/2021,Eswatini,5112.0
01/26/2021,Gabon,5113.0
01/26/2021,France,5114.0
01/26/2021,Guinea,5115.0
01/26/2021,Guatemala,5116.0
01/26/2021,Grenada,5117.0
01/26/2021,Guinea-Bissau,5118.0
01/26/2021,Ghana,5119.0
01/26/2021,Germany,5120.0
01/26/2021,Georgia,5121.0
01/26/2021,Gambia,5122.0
01/26/2021,Greece,5123.0
01/27/2020,Vietnam,5124.0
01/27/2020,US,5125.0
01/27/2020,Thailand,5126.0
01/27/2020,Taiwan,5127.0
01/27/2020,Sri Lanka,5128.0
01/27/2020,South Korea,5129.0
01/27/2020,Singapore,5130.0
01/27/2020,Nepal,5131.0
01/27/2020,Mainland China,5132.0
01/27/2020,Malaysia,5133.0
01/27/2020,Kiribati,5134.0
01/27/2020,Australia,5135.0
01/27/2020,Cambodia,5136.0
01/27/2020,Canada,5137.0
01/27/2020,China,5138.0
01/27/2020,Macau,5139.0
01/27/2020,Hong Kong,5140.0
01/27/2020,Japan,5141.0
01/27/2020,France,5142.0
01/27/2020,Ivory Coast,5143.0
01/27/2021,Namibia,5144.0
01/27/2021,Nepal,5145.0
01/27/2021,Netherlands,5146.0
01/27/2021,New Zealand,5147.0
01/27/2021,Nicaragua,5148.0
01/27/2021,Niger,5149.0
01/27/2021,Nigeria,5150.0
01/27/2021,North Macedonia,5151.0
01/27/2021,Norway,5152.0
01/27/2021,Oman,5153.0
01/27/2021,Liberia,5154.0
01/27/2021,Panama,5155.0
01/27/2021,Papua New Guinea,5156.0
01/27/2021,Paraguay,5157.0
01/27/2021,Peru,5158.0
01/27/2021,Philippines,5159.0
01/27/2021,Poland,5160.0
01/27/2021,Portugal,5161.0
01/27/2021,Qatar,5162.0
01/27/2021,Romania,5163.0
01/27/2021,Russia,5164.0
01/27/2021,Mozambique,5165.0
01/27/2021,Pakistan,5166.0
01/27/2021,Morocco,5167.0
01/27/2021,Mongolia,5168.0
01/27/2021,Libya,5169.0
01/27/2021,Liechtenstein,5170.0
01/27/2021,Lithuania,5171.0
01/27/2021,Luxembourg,5172.0
01/27/2021,MS Zaandam,5173.0
01/27/2021,Macau,5174.0
01/27/2021,Madagascar,5175.0
01/27/2021,Mainland China,5176.0
01/27/2021,Malawi,5177.0
01/27/2021,Rwanda,5178.0
01/27/2021,Malaysia,5179.0
01/27/2021,Mali,5180.0
01/27/2021,Malta,5181.0
01/27/2021,Marshall Islands,5182.0
01/27/2021,Mauritania,5183.0
01/27/2021,Mauritius,5184.0
01/27/2021,Mexico,5185.0
01/27/2021,Micronesia,5186.0
01/27/2021,Moldova,5187.0
01/27/2021,Monaco,5188.0
01/27/2021,Maldives,5189.0
01/27/2021,Montenegro,5190.0
01/27/2021,Saint Lucia,5191.0
01/27/2021,Saint Vincent and the Grenadines,5192.0
01/27/2021,Tanzania,5193.0
01/27/2021,Thailand,5194.0
01/27/2021,Timor-Leste,5195.0
01/27/2021,Togo,5196.0
01/27/2021,Trinidad and Tobago,5197.0
01/27/2021,Tunisia,5198.0
01/27/2021,Turkey,5199.0
01/27/2021,UK,5200.0
01/27/2021,US,5201.0
01/27/2021,Uganda,5202.0
01/27/2021,Ukraine,5203.0
01/27/2021,United Arab Emirates,5204.0
01/27/2021,Uruguay,5205.0
01/27/2021,Uzbekistan,5206.0
01/27/2021,Vanuatu,5207.0
01/27/2021,Venezuela,5208.0
01/27/2021,Vietnam,5209.0
01/27/2021,West Bank and Gaza,5210.0
01/27/2021,Yemen,5211.0
01/27/2021,Zambia,5212.0
01/27/2021,Zimbabwe,5213.0
01/27/2021,Tajikistan,5214.0
01/27/2021,Saint Kitts and Nevis,5215.0
01/27/2021,Taiwan,5216.0
01/27/2021,Switzerland,5217.0
01/27/2021,Samoa,5218.0
01/27/2021,Lesotho,5219.0
01/27/2021,Sao Tome and Principe,5220.0
01/27/2021,Saudi Arabia,5221.0
01/27/2021,Senegal,5222.0
01/27/2021,Serbia,5223.0
01/27/2021,Seychelles,5224.0
01/27/2021,Sierra Leone,5225.0
01/27/2021,Singapore,5226.0
01/27/2021,Slovakia,5227.0
01/27/2021,Slovenia,5228.0
01/27/2021,Solomon Islands,5229.0
01/27/2021,Somalia,5230.0
01/27/2021,South Africa,5231.0
01/27/2021,South Korea,5232.0
01/27/2021,South Sudan,5233.0
01/27/2021,Spain,5234.0
01/27/2021,Sri Lanka,5235.0
01/27/2021,Sudan,5236.0
01/27/2021,Suriname,5237.0
01/27/2021,Sweden,5238.0
01/27/2021,Syria,5239.0
01/27/2021,Lebanon,5240.0
01/27/2021,San Marino,5241.0
01/27/2021,Laos,5242.0
01/27/2021,Bulgaria,5243.0
01/27/2021,Burkina Faso,5244.0
01/27/2021,Burma,5245.0
01/27/2021,Burundi,5246.0
01/27/2021,Cabo Verde,5247.0
01/27/2021,Cambodia,5248.0
01/27/2021,Cameroon,5249.0
01/27/2021,Canada,5250.0
01/27/2021,Central African Republic,5251.0
01/27/2021,Brunei,5252.0
01/27/2021,Chad,5253.0
01/27/2021,Colombia,5254.0
01/27/2021,Comoros,5255.0
01/27/2021,Congo (Brazzaville),5256.0
01/27/2021,Congo (Kinshasa),5257.0
01/27/2021,Costa Rica,5258.0
01/27/2021,Croatia,5259.0
01/27/2021,Cyprus,5260.0
01/27/2021,Czech Republic,5261.0
01/27/2021,Denmark,5262.0
01/27/2021,Chile,5263.0
01/27/2021,Brazil,5264.0
01/27/2021,Botswana,5265.0
01/27/2021,Bosnia and Herzegovina,5266.0
01/27/2021,Afghanistan,5267.0
01/27/2021,Albania,5268.0
01/27/2021,Algeria,5269.0
01/27/2021,Andorra,5270.0
01/27/2021,Angola,5271.0
01/27/2021,Antigua and Barbuda,5272.0
01/27/2021,Argentina,5273.0
01/27/2021,Armenia,5274.0
01/27/2021,Australia,5275.0
01/27/2021,Austria,5276.0
01/27/2021,Azerbaijan,5277.0
01/27/2021,Bahamas,5278.0
01/27/2021,Bahrain,5279.0
01/27/2021,Bangladesh,5280.0
01/27/2021,Barbados,5281.0
01/27/2021,Belarus,5282.0
01/27/2021,Belgium,5283.0
01/27/2021,Belize,5284.0
01/27/2021,Benin,5285.0
01/27/2021,Bhutan,5286.0
01/27/2021,Bolivia,5287.0
01/27/2021,Diamond Princess,5288.0
01/27/2021,Djibouti,5289.0
01/27/2021,Cuba,5290.0
01/27/2021,Dominican Republic,5291.0
01/27/2021,Honduras,5292.0
01/27/2021,Hong Kong,5293.0
01/27/2021,Dominica,5294.0
01/27/2021,Iceland,5295.0
01/27/2021,India,5296.0
01/27/2021,Indonesia,5297.0
01/27/2021,Iran,5298.0
01/27/2021,Iraq,5299.0
01/27/2021,Ireland,5300.0
01/27/2021,Israel,5301.0
01/27/2021,Italy,5302.0
01/27/2021,Ivory Coast,5303.0
01/27/2021,Jamaica,5304.0
01/27/2021,Japan,5305.0
01/27/2021,Jordan,5306.0
01/27/2021,Kazakhstan,5307.0
01/27/2021,Kenya,5308.0
01/27/2021,Kiribati,5309.0
01/27/2021,Kosovo,5310.0
01/27/2021,Kuwait,5311.0
01/27/2021,Kyrgyzstan,5312.0
01/27/2021,Holy See,5313.0
01/27/2021,Haiti,5314.0
01/27/2021,Hungary,5315.0
01/27/2021,Guinea-Bissau,5316.0
01/27/2021,Ecuador,5317.0
01/27/2021,Egypt,5318.0
01/27/2021,El Salvador,5319.0
01/27/2021,Equatorial Guinea,5320.0
01/27/2021,Guyana,5321.0
01/27/2021,Estonia,5322.0
01/27/2021,Eswatini,5323.0
01/27/2021,Ethiopia,5324.0
01/27/2021,Fiji,5325.0
01/27/2021,Finland,5326.0
01/27/2021,Eritrea,5327.0
01/27/2021,Gabon,5328.0
01/27/2021,France,5329.0
01/27/2021,Guinea,5330.0
01/27/2021,Guatemala,5331.0
01/27/2021,Grenada,5332.0
01/27/2021,Latvia,5333.0
01/27/2021,Ghana,5334.0
01/27/2021,Germany,5335.0
01/27/2021,Georgia,5336.0
01/27/2021,Gambia,5337.0
01/27/2021,Greece,5338.0
01/28/2020,Mainland China,5339.0
01/28/2020,US,5340.0
01/28/2020,Thailand,5341.0
01/28/2020,Taiwan,5342.0
01/28/2020,Sri Lanka,5343.0
01/28/2020,South Korea,5344.0
01/28/2020,Singapore,5345.0
01/28/2020,Nepal,5346.0
01/28/2020,Malaysia,5347.0
01/28/2020,Vietnam,5348.0
01/28/2020,Macau,5349.0
01/28/2020,Japan,5350.0
01/28/2020,Australia,5351.0
01/28/2020,Cambodia,5352.0
01/28/2020,Canada,5353.0
01/28/2020,Kiribati,5354.0
01/28/2020,France,5355.0
01/28/2020,Germany,5356.0
01/28/2020,Hong Kong,5357.0
01/28/2020,China,5358.0
01/28/2021,Nepal,5359.0
01/28/2021,Oman,5360.0
01/28/2021,Netherlands,5361.0
01/28/2021,New Zealand,5362.0
01/28/2021,Nicaragua,5363.0
01/28/2021,Niger,5364.0
01/28/2021,Nigeria,5365.0
01/28/2021,North Macedonia,5366.0
01/28/2021,Norway,5367.0
01/28/2021,Pakistan,5368.0
01/28/2021,Peru,5369.0
01/28/2021,Papua New Guinea,5370.0
01/28/2021,Paraguay,5371.0
01/28/2021,Namibia,5372.0
01/28/2021,Philippines,5373.0
01/28/2021,Poland,5374.0
01/28/2021,Portugal,5375.0
01/28/2021,Qatar,5376.0
01/28/2021,Romania,5377.0
01/28/2021,Russia,5378.0
01/28/2021,Panama,5379.0
01/28/2021,Mozambique,5380.0
01/28/2021,Monaco,5381.0
01/28/2021,Montenegro,5382.0
01/28/2021,Libya,5383.0
01/28/2021,Liechtenstein,5384.0
01/28/2021,Lithuania,5385.0
01/28/2021,Luxembourg,5386.0
01/28/2021,MS Zaandam,5387.0
01/28/2021,Macau,5388.0
01/28/2021,Madagascar,5389.0
01/28/2021,Mainland China,5390.0
01/28/2021,Malawi,5391.0
01/28/2021,Malaysia,5392.0
01/28/2021,Maldives,5393.0
01/28/2021,Mali,5394.0
01/28/2021,Malta,5395.0
01/28/2021,Marshall Islands,5396.0
01/28/2021,Mauritania,5397.0
01/28/2021,Mauritius,5398.0
01/28/2021,Mexico,5399.0
01/28/2021,Micronesia,5400.0
01/28/2021,Moldova,5401.0
01/28/2021,Rwanda,5402.0
01/28/2021,Mongolia,5403.0
01/28/2021,Morocco,5404.0
01/28/2021,Saint Kitts and Nevis,5405.0
01/28/2021,Sao Tome and Principe,5406.0
01/28/2021,Saint Vincent and the Grenadines,5407.0
01/28/2021,Thailand,5408.0
01/28/2021,Timor-Leste,5409.0
01/28/2021,Togo,5410.0
01/28/2021,Trinidad and Tobago,5411.0
01/28/2021,Tunisia,5412.0
01/28/2021,Turkey,5413.0
01/28/2021,UK,5414.0
01/28/2021,US,5415.0
01/28/2021,Uganda,5416.0
01/28/2021,Ukraine,5417.0
01/28/2021,United Arab Emirates,5418.0
01/28/2021,Uruguay,5419.0
01/28/2021,Uzbekistan,5420.0
01/28/2021,Vanuatu,5421.0
01/28/2021,Venezuela,5422.0
01/28/2021,Vietnam,5423.0
01/28/2021,West Bank and Gaza,5424.0
01/28/2021,Yemen,5425.0
01/28/2021,Zambia,5426.0
01/28/2021,Zimbabwe,5427.0
01/28/2021,Liberia,5428.0
01/28/2021,Tanzania,5429.0
01/28/2021,Saint Lucia,5430.0
01/28/2021,Tajikistan,5431.0
01/28/2021,Syria,5432.0
01/28/2021,Samoa,5433.0
01/28/2021,San Marino,5434.0
01/28/2021,Saudi Arabia,5435.0
01/28/2021,Senegal,5436.0
01/28/2021,Serbia,5437.0
01/28/2021,Seychelles,5438.0
01/28/2021,Sierra Leone,5439.0
01/28/2021,Singapore,5440.0
01/28/2021,Slovakia,5441.0
01/28/2021,Slovenia,5442.0
01/28/2021,Solomon Islands,5443.0
01/28/2021,Somalia,5444.0
01/28/2021,South Africa,5445.0
01/28/2021,South Korea,5446.0
01/28/2021,South Sudan,5447.0
01/28/2021,Spain,5448.0
01/28/2021,Sri Lanka,5449.0
01/28/2021,Sudan,5450.0
01/28/2021,Suriname,5451.0
01/28/2021,Sweden,5452.0
01/28/2021,Switzerland,5453.0
01/28/2021,Taiwan,5454.0
01/28/2021,Lesotho,5455.0
01/28/2021,Holy See,5456.0
01/28/2021,Latvia,5457.0
01/28/2021,Bulgaria,5458.0
01/28/2021,Burkina Faso,5459.0
01/28/2021,Burma,5460.0
01/28/2021,Burundi,5461.0
01/28/2021,Cabo Verde,5462.0
01/28/2021,Cambodia,5463.0
01/28/2021,Cameroon,5464.0
01/28/2021,Canada,5465.0
01/28/2021,Central African Republic,5466.0
01/28/2021,Brunei,5467.0
01/28/2021,Chad,5468.0
01/28/2021,Colombia,5469.0
01/28/2021,Comoros,5470.0
01/28/2021,Congo (Brazzaville),5471.0
01/28/2021,Congo (Kinshasa),5472.0
01/28/2021,Costa Rica,5473.0
01/28/2021,Croatia,5474.0
01/28/2021,Cuba,5475.0
01/28/2021,Czech Republic,5476.0
01/28/2021,Denmark,5477.0
01/28/2021,Chile,5478.0
01/28/2021,Brazil,5479.0
01/28/2021,Botswana,5480.0
01/28/2021,Bosnia and Herzegovina,5481.0
01/28/2021,Afghanistan,5482.0
01/28/2021,Albania,5483.0
01/28/2021,Algeria,5484.0
01/28/2021,Andorra,5485.0
01/28/2021,Angola,5486.0
01/28/2021,Antigua and Barbuda,5487.0
01/28/2021,Argentina,5488.0
01/28/2021,Armenia,5489.0
01/28/2021,Australia,5490.0
01/28/2021,Austria,5491.0
01/28/2021,Azerbaijan,5492.0
01/28/2021,Bahamas,5493.0
01/28/2021,Bahrain,5494.0
01/28/2021,Bangladesh,5495.0
01/28/2021,Barbados,5496.0
01/28/2021,Belarus,5497.0
01/28/2021,Belgium,5498.0
01/28/2021,Belize,5499.0
01/28/2021,Benin,5500.0
01/28/2021,Bhutan,5501.0
01/28/2021,Bolivia,5502.0
01/28/2021,Diamond Princess,5503.0
01/28/2021,Djibouti,5504.0
01/28/2021,Cyprus,5505.0
01/28/2021,Dominican Republic,5506.0
01/28/2021,Hong Kong,5507.0
01/28/2021,Hungary,5508.0
01/28/2021,Dominica,5509.0
01/28/2021,India,5510.0
01/28/2021,Indonesia,5511.0
01/28/2021,Iran,5512.0
01/28/2021,Iraq,5513.0
01/28/2021,Ireland,5514.0
01/28/2021,Israel,5515.0
01/28/2021,Italy,5516.0
01/28/2021,Ivory Coast,5517.0
01/28/2021,Jamaica,5518.0
01/28/2021,Japan,5519.0
01/28/2021,Jordan,5520.0
01/28/2021,Kazakhstan,5521.0
